name	bins	geneID	gname	tid	strand	gene_biotype
bins361951_ENSG00000227268	bins361951	ENSG00000227268	KLLN	ENST00000445946	-	protein_coding
bins362101_ENSG00000184719	bins362101	ENSG00000184719	RNLS	ENST00000371947	-	protein_coding
bins362251_ENSG00000204022	bins362251	ENSG00000204022	LIPJ	ENST00000371939	+	protein_coding
bins362401_ENSG00000182333	bins362401	ENSG00000182333	LIPF	ENST00000608620	+	protein_coding
bins362551_ENSG00000204021	bins362551	ENSG00000204021	LIPK	ENST00000404190	+	protein_coding
bins362701_ENSG00000204020	bins362701	ENSG00000204020	LIPN	ENST00000404459	+	protein_coding
bins362851_ENSG00000173239	bins362851	ENSG00000173239	LIPM	ENST00000404743	+	protein_coding
bins363001_ENSG00000152766	bins363001	ENSG00000152766	ANKRD22	ENST00000371930	-	protein_coding
bins363151_ENSG00000138134	bins363151	ENSG00000138134	STAMBPL1	ENST00000371927	+	protein_coding
bins363301_ENSG00000026103	bins363301	ENSG00000026103	FAS	ENST00000612663	+	protein_coding
bins363451_ENSG00000107796	bins363451	ENSG00000107796	ACTA2	ENST00000458208	-	protein_coding
bins363601_ENSG00000138135	bins363601	ENSG00000138135	CH25H	ENST00000371852	-	protein_coding
bins363751_ENSG00000119922	bins363751	ENSG00000119922	IFIT2	ENST00000371826	+	protein_coding
bins363901_ENSG00000119917	bins363901	ENSG00000119917	IFIT3	ENST00000371818	+	protein_coding
bins364051_ENSG00000204010	bins364051	ENSG00000204010	IFIT1B	ENST00000371809	+	protein_coding
bins364201_ENSG00000185745	bins364201	ENSG00000185745	IFIT1	ENST00000546318	+	protein_coding
bins364351_ENSG00000107798	bins364351	ENSG00000107798	LIPA	ENST00000371837	-	protein_coding
bins364501_ENSG00000152778	bins364501	ENSG00000152778	IFIT5	ENST00000371795	+	protein_coding
bins364651_ENSG00000152779	bins364651	ENSG00000152779	SLC16A12	ENST00000371790	-	protein_coding
bins364801_ENSG00000152782	bins364801	ENSG00000152782	PANK1	ENST00000307534	-	protein_coding
bins364951_ENSG00000138182	bins364951	ENSG00000138182	KIF20B	ENST00000260753	+	protein_coding
bins365101_ENSG00000148680	bins365101	ENSG00000148680	HTR7	ENST00000336152	-	protein_coding
bins365251_ENSG00000148688	bins365251	ENSG00000148688	RPP30	ENST00000413330	+	protein_coding
bins365401_ENSG00000148677	bins365401	ENSG00000148677	ANKRD1	ENST00000371697	-	protein_coding
bins365551_ENSG00000180628	bins365551	ENSG00000180628	PCGF5	ENST00000614189	+	protein_coding
bins365701_ENSG00000165338	bins365701	ENSG00000165338	HECTD2	ENST00000446394	+	protein_coding
bins365851_ENSG00000119938	bins365851	ENSG00000119938	PPP1R3C	ENST00000238994	-	protein_coding
bins366001_ENSG00000107854	bins366001	ENSG00000107854	TNKS2	ENST00000371627	+	protein_coding
bins366151_ENSG00000174721	bins366151	ENSG00000174721	FGFBP3	ENST00000311575	-	protein_coding
bins366301_ENSG00000095564	bins366301	ENSG00000095564	BTAF1	ENST00000265990	+	protein_coding
bins366451_ENSG00000107864	bins366451	ENSG00000107864	CPEB3	ENST00000265997	-	protein_coding
bins366601_ENSG00000198060	bins366601	ENSG00000198060	38412	ENST00000358935	+	protein_coding
bins366751_ENSG00000119912	bins366751	ENSG00000119912	IDE	ENST00000265986	-	protein_coding
bins366901_ENSG00000138160	bins366901	ENSG00000138160	KIF11	ENST00000260731	+	protein_coding
bins367051_ENSG00000152804	bins367051	ENSG00000152804	HHEX	ENST00000282728	+	protein_coding
bins367201_ENSG00000138190	bins367201	ENSG00000138190	EXOC6	ENST00000371552	+	protein_coding
bins367351_ENSG00000187553	bins367351	ENSG00000187553	CYP26C1	ENST00000285949	+	protein_coding
bins367501_ENSG00000095596	bins367501	ENSG00000095596	CYP26A1	ENST00000371531	+	protein_coding
bins367651_ENSG00000138119	bins367651	ENSG00000138119	MYOF	ENST00000358334	-	protein_coding
bins367801_ENSG00000138180	bins367801	ENSG00000138180	CEP55	ENST00000371485	+	protein_coding
bins367951_ENSG00000186188	bins367951	ENSG00000186188	FFAR4	ENST00000604414	+	protein_coding
bins368101_ENSG00000138207	bins368101	ENSG00000138207	RBP4	ENST00000371467	-	protein_coding
bins368251_ENSG00000095464	bins368251	ENSG00000095464	PDE6C	ENST00000371447	+	protein_coding
bins368401_ENSG00000148690	bins368401	ENSG00000148690	FRA10AC1	ENST00000359204	-	protein_coding
bins368551_ENSG00000108231	bins368551	ENSG00000108231	LGI1	ENST00000371418	+	protein_coding
bins368701_ENSG00000176273	bins368701	ENSG00000176273	SLC35G1	ENST00000494992	+	protein_coding
bins368851_ENSG00000138193	bins368851	ENSG00000138193	PLCE1	ENST00000260766	+	protein_coding
bins369001_ENSG00000173145	bins369001	ENSG00000173145	NOC3L	ENST00000371361	-	protein_coding
bins369151_ENSG00000108239	bins369151	ENSG00000108239	TBC1D12	ENST00000225235	+	protein_coding
bins369301_ENSG00000119969	bins369301	ENSG00000119969	HELLS	ENST00000239026	+	protein_coding
bins369451_ENSG00000108242	bins369451	ENSG00000108242	CYP2C18	ENST00000285979	+	protein_coding
bins369601_ENSG00000276490	bins369601	ENSG00000276490	RP11-400G3.5	ENST00000464755	+	protein_coding
bins369751_ENSG00000165841	bins369751	ENSG00000165841	CYP2C19	ENST00000371321	+	protein_coding
bins369901_ENSG00000138109	bins369901	ENSG00000138109	CYP2C9	ENST00000260682	+	protein_coding
bins370051_ENSG00000138115	bins370051	ENSG00000138115	CYP2C8	ENST00000539050	-	protein_coding
bins370201_ENSG00000173124	bins370201	ENSG00000173124	ACSM6	ENST00000341686	+	protein_coding
bins370351_ENSG00000107438	bins370351	ENSG00000107438	PDLIM1	ENST00000329399	-	protein_coding
bins370501_ENSG00000095637	bins370501	ENSG00000095637	SORBS1	ENST00000306402	-	protein_coding
bins370651_ENSG00000059573	bins370651	ENSG00000059573	ALDH18A1	ENST00000371224	-	protein_coding
bins370801_ENSG00000119977	bins370801	ENSG00000119977	TCTN3	ENST00000614499	-	protein_coding
bins370951_ENSG00000138185	bins370951	ENSG00000138185	ENTPD1	ENST00000453258	+	protein_coding
bins371101_ENSG00000270099	bins371101	ENSG00000270099	RP11-248J23.7	ENST00000491114	+	protein_coding
bins371251_ENSG00000173088	bins371251	ENSG00000173088	C10orf131	ENST00000423344	+	protein_coding
bins371401_ENSG00000269948	bins371401	ENSG00000269948	RP11-248J23.6	ENST00000472454	+	transcribed_unprocessed_pseudogene
bins371551_ENSG00000269920	bins371551	ENSG00000269920	RP11-690P14.4	ENST00000475252	+	lincRNA
bins371701_ENSG00000188649	bins371701	ENSG00000188649	CC2D2B	ENST00000344386	+	protein_coding
bins371851_ENSG00000107443	bins371851	ENSG00000107443	CCNJ	ENST00000265992	+	protein_coding
bins372001_ENSG00000177853	bins372001	ENSG00000177853	ZNF518A	ENST00000563195	+	protein_coding
bins372151_ENSG00000095585	bins372151	ENSG00000095585	BLNK	ENST00000224337	-	protein_coding
bins372301_ENSG00000107447	bins372301	ENSG00000107447	DNTT	ENST00000371174	+	protein_coding
bins372451_ENSG00000197430	bins372451	ENSG00000197430	OPALIN	ENST00000419479	-	protein_coding
bins372601_ENSG00000095587	bins372601	ENSG00000095587	TLL2	ENST00000357947	-	protein_coding
bins372751_ENSG00000077147	bins372751	ENSG00000077147	TM9SF3	ENST00000371142	-	protein_coding
bins372901_ENSG00000155629	bins372901	ENSG00000155629	PIK3AP1	ENST00000339364	-	protein_coding
bins373051_ENSG00000196233	bins373051	ENSG00000196233	LCOR	ENST00000540664	+	protein_coding
bins373201_ENSG00000155640	bins373201	ENSG00000155640	C10orf12	ENST00000286067	+	protein_coding
bins373351_ENSG00000187122	bins373351	ENSG00000187122	SLIT1	ENST00000266058	-	protein_coding
bins373501_ENSG00000269891	bins373501	ENSG00000269891	ARHGAP19-SLIT1	ENST00000479633	-	protein_coding
bins373651_ENSG00000213390	bins373651	ENSG00000213390	ARHGAP19	ENST00000358308	-	protein_coding
bins373801_ENSG00000165879	bins373801	ENSG00000165879	FRAT1	ENST00000371021	+	protein_coding
bins373951_ENSG00000181274	bins373951	ENSG00000181274	FRAT2	ENST00000371019	-	protein_coding
bins374101_ENSG00000052749	bins374101	ENSG00000052749	RRP12	ENST00000536831	-	protein_coding
bins374251_ENSG00000171314	bins374251	ENSG00000171314	PGAM1	ENST00000334828	+	protein_coding
bins374401_ENSG00000171311	bins374401	ENSG00000171311	EXOSC1	ENST00000370902	-	protein_coding
bins374551_ENSG00000171307	bins374551	ENSG00000171307	ZDHHC16	ENST00000393760	+	protein_coding
bins374701_ENSG00000155229	bins374701	ENSG00000155229	MMS19	ENST00000370782	-	protein_coding
bins374851_ENSG00000165886	bins374851	ENSG00000165886	UBTD1	ENST00000370664	+	protein_coding
bins375001_ENSG00000165887	bins375001	ENSG00000165887	ANKRD2	ENST00000370655	+	protein_coding
bins375151_ENSG00000241935	bins375151	ENSG00000241935	HOGA1	ENST00000370646	+	protein_coding
bins375301_ENSG00000249967	bins375301	ENSG00000249967	RP11-548K23.11	ENST00000370649	+	protein_coding
bins375451_ENSG00000203942	bins375451	ENSG00000203942	C10orf62	ENST00000370640	+	protein_coding
bins375601_ENSG00000171160	bins375601	ENSG00000171160	MORN4	ENST00000478953	-	protein_coding
bins375751_ENSG00000155252	bins375751	ENSG00000155252	PI4K2A	ENST00000370631	+	protein_coding
bins375901_ENSG00000119986	bins375901	ENSG00000119986	AVPI1	ENST00000370626	-	protein_coding
bins376051_ENSG00000155254	bins376051	ENSG00000155254	MARVELD1	ENST00000285605	+	protein_coding
bins376201_ENSG00000155256	bins376201	ENSG00000155256	ZFYVE27	ENST00000370613	+	protein_coding
bins376351_ENSG00000120057	bins376351	ENSG00000120057	SFRP5	ENST00000266066	-	protein_coding
bins376501_ENSG00000155265	bins376501	ENSG00000155265	GOLGA7B	ENST00000370602	+	protein_coding
bins376651_ENSG00000095713	bins376651	ENSG00000095713	CRTAC1	ENST00000370597	-	protein_coding
bins376801_ENSG00000166024	bins376801	ENSG00000166024	R3HCC1L	ENST00000370584	+	protein_coding
bins376951_ENSG00000138131	bins376951	ENSG00000138131	LOXL4	ENST00000260702	-	protein_coding
bins377101_ENSG00000119943	bins377101	ENSG00000119943	PYROXD2	ENST00000370575	-	protein_coding
bins377251_ENSG00000107521	bins377251	ENSG00000107521	HPS1	ENST00000613394	-	protein_coding
bins377401_ENSG00000172987	bins377401	ENSG00000172987	HPSE2	ENST00000370549	-	protein_coding
bins377551_ENSG00000119946	bins377551	ENSG00000119946	CNNM1	ENST00000356713	+	protein_coding
bins377701_ENSG00000120053	bins377701	ENSG00000120053	GOT1	ENST00000370508	-	protein_coding
bins377851_ENSG00000119919	bins377851	ENSG00000119919	NKX2-3	ENST00000344586	+	protein_coding
bins378001_ENSG00000155287	bins378001	ENSG00000155287	SLC25A28	ENST00000370495	-	protein_coding
bins378151_ENSG00000198018	bins378151	ENSG00000198018	ENTPD7	ENST00000370489	+	protein_coding
bins378301_ENSG00000119929	bins378301	ENSG00000119929	CUTC	ENST00000493385	+	protein_coding
bins378451_ENSG00000014919	bins378451	ENSG00000014919	COX15	ENST00000370483	-	protein_coding
bins378601_ENSG00000023839	bins378601	ENSG00000023839	ABCC2	ENST00000370449	+	protein_coding
bins378751_ENSG00000107554	bins378751	ENSG00000107554	DNMBP	ENST00000324109	-	protein_coding
bins378901_ENSG00000120054	bins378901	ENSG00000120054	CPN1	ENST00000370418	-	protein_coding
bins379051_ENSG00000107566	bins379051	ENSG00000107566	ERLIN1	ENST00000421367	-	protein_coding
bins379201_ENSG00000213341	bins379201	ENSG00000213341	CHUK	ENST00000370397	-	protein_coding
bins379351_ENSG00000095485	bins379351	ENSG00000095485	CWF19L1	ENST00000468709	-	protein_coding
bins379501_ENSG00000196072	bins379501	ENSG00000196072	BLOC1S2	ENST00000614731	-	protein_coding
bins379651_ENSG00000107593	bins379651	ENSG00000107593	PKD2L1	ENST00000318222	-	protein_coding
bins379801_ENSG00000099194	bins379801	ENSG00000099194	SCD	ENST00000370355	+	protein_coding
bins379951_ENSG00000075290	bins379951	ENSG00000075290	WNT8B	ENST00000343737	+	protein_coding
bins380101_ENSG00000075826	bins380101	ENSG00000075826	SEC31B	ENST00000479697	-	protein_coding
bins380251_ENSG00000166135	bins380251	ENSG00000166135	HIF1AN	ENST00000299163	+	protein_coding
bins380401_ENSG00000255339	bins380401	ENSG00000255339	NDUFB8	ENST00000529568	-	protein_coding
bins380551_ENSG00000075891	bins380551	ENSG00000075891	PAX2	ENST00000428433	+	protein_coding
bins380701_ENSG00000119906	bins380701	ENSG00000119906	FAM178A	ENST00000238961	+	protein_coding
bins380851_ENSG00000095539	bins380851	ENSG00000095539	SEMA4G	ENST00000521006	+	protein_coding
bins381001_ENSG00000107815	bins381001	ENSG00000107815	C10orf2	ENST00000370228	+	protein_coding
bins381151_ENSG00000055950	bins381151	ENSG00000055950	MRPL43	ENST00000523148	-	protein_coding
bins381301_ENSG00000107816	bins381301	ENSG00000107816	LZTS2	ENST00000370223	+	protein_coding
bins381451_ENSG00000186862	bins381451	ENSG00000186862	PDZD7	ENST00000619208	-	protein_coding
bins381601_ENSG00000107819	bins381601	ENSG00000107819	SFXN3	ENST00000393459	+	protein_coding
bins381751_ENSG00000107821	bins381751	ENSG00000107821	KAZALD1	ENST00000477267	+	protein_coding
bins381901_ENSG00000107807	bins381901	ENSG00000107807	TLX1	ENST00000370196	+	protein_coding
bins382051_ENSG00000236311	bins382051	ENSG00000236311	TLX1NB	ENST00000445873	-	processed_transcript
bins382201_ENSG00000138136	bins382201	ENSG00000138136	LBX1	ENST00000370193	-	protein_coding
bins382351_ENSG00000166167	bins382351	ENSG00000166167	BTRC	ENST00000393441	+	protein_coding
bins382501_ENSG00000166171	bins382501	ENSG00000166171	DPCD	ENST00000470165	+	protein_coding
bins382651_ENSG00000166169	bins382651	ENSG00000166169	POLL	ENST00000370162	-	protein_coding
bins382801_ENSG00000107829	bins382801	ENSG00000107829	FBXW4	ENST00000331272	-	protein_coding
bins382951_ENSG00000107831	bins382951	ENSG00000107831	FGF8	ENST00000618991	-	protein_coding
bins383101_ENSG00000107833	bins383101	ENSG00000107833	NPM3	ENST00000370110	-	protein_coding
bins383251_ENSG00000198408	bins383251	ENSG00000198408	MGEA5	ENST00000439817	-	protein_coding
bins383401_ENSG00000120049	bins383401	ENSG00000120049	KCNIP2	ENST00000355657	-	protein_coding
bins383551_ENSG00000120029	bins383551	ENSG00000120029	C10orf76	ENST00000370033	-	protein_coding
bins383701_ENSG00000166189	bins383701	ENSG00000166189	HPS6	ENST00000299238	+	protein_coding
bins383851_ENSG00000198728	bins383851	ENSG00000198728	LDB1	ENST00000425280	-	protein_coding
bins384001_ENSG00000148840	bins384001	ENSG00000148840	PPRC1	ENST00000413464	+	protein_coding
bins384151_ENSG00000166197	bins384151	ENSG00000166197	NOLC1	ENST00000405356	+	protein_coding
bins384301_ENSG00000119915	bins384301	ENSG00000119915	ELOVL3	ENST00000370005	+	protein_coding
bins384451_ENSG00000107859	bins384451	ENSG00000107859	PITX3	ENST00000370002	-	protein_coding
bins384601_ENSG00000107862	bins384601	ENSG00000107862	GBF1	ENST00000369983	+	protein_coding
bins384751_ENSG00000077150	bins384751	ENSG00000077150	NFKB2	ENST00000428099	+	protein_coding
bins384901_ENSG00000107872	bins384901	ENSG00000107872	FBXL15	ENST00000224862	+	protein_coding
bins385051_ENSG00000059915	bins385051	ENSG00000059915	PSD	ENST00000406432	-	protein_coding
bins385201_ENSG00000107874	bins385201	ENSG00000107874	CUEDC2	ENST00000369937	-	protein_coding
bins385351_ENSG00000120055	bins385351	ENSG00000120055	C10orf95	ENST00000239125	-	lincRNA
bins385501_ENSG00000138111	bins385501	ENSG00000138111	TMEM180	ENST00000238936	+	protein_coding
bins385651_ENSG00000138107	bins385651	ENSG00000138107	ACTR1A	ENST00000369905	-	protein_coding
bins385801_ENSG00000107882	bins385801	ENSG00000107882	SUFU	ENST00000369902	+	protein_coding
bins385951_ENSG00000171206	bins385951	ENSG00000171206	TRIM8	ENST00000302424	+	protein_coding
bins386101_ENSG00000138175	bins386101	ENSG00000138175	ARL3	ENST00000260746	-	protein_coding
bins386251_ENSG00000156398	bins386251	ENSG00000156398	SFXN2	ENST00000369893	+	protein_coding
bins386401_ENSG00000166272	bins386401	ENSG00000166272	WBP1L	ENST00000448841	+	protein_coding
bins386551_ENSG00000148795	bins386551	ENSG00000148795	CYP17A1	ENST00000369887	-	protein_coding
bins386701_ENSG00000166275	bins386701	ENSG00000166275	C10orf32	ENST00000339834	+	protein_coding
bins386851_ENSG00000270316	bins386851	ENSG00000270316	C10orf32-ASMT	ENST00000299353	+	protein_coding
bins387001_ENSG00000214435	bins387001	ENSG00000214435	AS3MT	ENST00000369880	+	protein_coding
bins387151_ENSG00000148842	bins387151	ENSG00000148842	CNNM2	ENST00000369878	+	protein_coding
bins387301_ENSG00000076685	bins387301	ENSG00000076685	NT5C2	ENST00000343289	-	protein_coding
bins387451_ENSG00000235376	bins387451	ENSG00000235376	RPEL1	ENST00000441178	+	protein_coding
bins387601_ENSG00000148798	bins387601	ENSG00000148798	INA	ENST00000369849	+	protein_coding
bins387751_ENSG00000156374	bins387751	ENSG00000156374	PCGF6	ENST00000369847	-	protein_coding
bins387901_ENSG00000148835	bins387901	ENSG00000148835	TAF5	ENST00000369839	+	protein_coding
bins388051_ENSG00000173915	bins388051	ENSG00000173915	USMG5	ENST00000337003	-	protein_coding
bins388201_ENSG00000148843	bins388201	ENSG00000148843	PDCD11	ENST00000369797	+	protein_coding
bins388351_ENSG00000138172	bins388351	ENSG00000138172	CALHM2	ENST00000369788	-	protein_coding
bins388501_ENSG00000185933	bins388501	ENSG00000185933	CALHM1	ENST00000329905	-	protein_coding
bins388651_ENSG00000183128	bins388651	ENSG00000183128	CALHM3	ENST00000369783	-	protein_coding
bins388801_ENSG00000107954	bins388801	ENSG00000107954	NEURL1	ENST00000369780	+	protein_coding
bins388951_ENSG00000107957	bins388951	ENSG00000107957	SH3PXD2A	ENST00000369774	-	protein_coding
bins389101_ENSG00000107960	bins389101	ENSG00000107960	OBFC1	ENST00000224950	-	protein_coding
bins389251_ENSG00000065613	bins389251	ENSG00000065613	SLK	ENST00000369755	+	protein_coding
bins389401_ENSG00000065618	bins389401	ENSG00000065618	COL17A1	ENST00000353479	-	protein_coding
bins389551_ENSG00000156384	bins389551	ENSG00000156384	SFR1	ENST00000369729	+	protein_coding
bins389701_ENSG00000197748	bins389701	ENSG00000197748	WDR96	ENST00000357060	-	protein_coding
bins389851_ENSG00000148834	bins389851	ENSG00000148834	GSTO1	ENST00000470554	+	protein_coding
bins390001_ENSG00000065621	bins390001	ENSG00000065621	GSTO2	ENST00000450629	+	protein_coding
bins390151_ENSG00000148841	bins390151	ENSG00000148841	ITPRIP	ENST00000337478	-	protein_coding
bins390301_ENSG00000120051	bins390301	ENSG00000120051	CCDC147	ENST00000369704	+	protein_coding
bins390451_ENSG00000156395	bins390451	ENSG00000156395	SORCS3	ENST00000369701	+	protein_coding
bins390601_ENSG00000108018	bins390601	ENSG00000108018	SORCS1	ENST00000263054	-	protein_coding
bins390751_ENSG00000108039	bins390751	ENSG00000108039	XPNPEP1	ENST00000322238	-	protein_coding
bins390901_ENSG00000148700	bins390901	ENSG00000148700	ADD3	ENST00000360162	+	protein_coding
bins391051_ENSG00000203876	bins391051	ENSG00000203876	RP11-451M19.3	ENST00000369657	-	processed_transcript
bins391201_ENSG00000119950	bins391201	ENSG00000119950	MXI1	ENST00000332674	+	protein_coding
bins391351_ENSG00000119953	bins391351	ENSG00000119953	SMNDC1	ENST00000369603	-	protein_coding
